block_number,cache_size_bytes
24084821,1958783
24084822,1662243
24084823,469130
24084824,2945895
24084825,2518083
24084826,1941231
24084827,2045020
24084828,3226483
24084829,1687218
24084830,438580
24084831,3825568
24084832,3035416
24084833,142310
24084834,3448722
24084835,1964692
24084836,2713478
24084837,2332183
24084838,2014937
24084839,2873911
24084840,1505443
24084841,3635600
24084842,2034177
24084843,2777701
24084844,2723554
24084845,576521
24084846,3338876
24084847,1666502
24084848,2066696
24084849,3006665
24084850,345002
24084851,1522062
24084852,3482730
24084853,2638309
24084854,595335
24084855,3486579
24084856,2918979
24084857,1802352
24084858,1689037
24084859,579970
24084860,3838345
24084861,512736
24084862,2982529
24084863,2861367
24084864,2147533
24084865,2842679
24084866,752346
24084867,905741
24084868,4004353
24084869,2219839
24084870,312687
24084871,3569986
24084872,2719456
24084873,2480977
24084874,4211118
24084875,1872849
24084876,2354153
24084877,2025780
24084878,2225686
24084879,2227106
24084880,3026158
24084881,2626042
24084882,1793973
24084883,3696477
24084884,1851604
24084885,2020757
24084886,2434855
24084887,2411258
24084888,2780055
24084889,3284438
24084890,3138197
24084891,1998481
24084892,1480952
24084893,619210
24084894,2667029
24084895,2176553
24084896,2368521
24084897,2091401
24084898,2199612
24084899,2462379
24084900,2919897
24084901,78754
24084902,4247699
24084903,2585935
24084904,2210795
24084905,2911483
24084906,2183506
24084907,1309570
24084908,2492544
24084909,3781806
24084910,2483023
24084911,2455040
24084912,2141971
24084913,1518216
24084914,2344366
24084915,2069992
24084916,2100703
24084917,3145375
24084918,1691917
24084919,1093295
24084920,2779701
24084921,2355234
24084922,2119698
24084923,811561
24084924,3168711
24084925,3440844
24084926,1297247
24084927,2738906
24084928,493900
24084929,3059963
24084930,1441071
24084931,2411389
24084932,2509475
24084933,2438601
24084934,2269087
24084935,2393172
24084936,3648268
24084937,365535
24084938,1976219
24084939,2853653
24084940,2949452
24084941,436137
24084942,2845251
24084943,1846466
24084944,2628188
24084945,602008
24084946,2561132
24084947,2808853
24084948,1721169
24084949,2146247
24084950,2995631
24084951,1556511
24084952,3624236
24084953,1823549
24084954,2890497
24084955,1837355
24084956,2346566
24084957,2493502
24084958,2274687
24084959,1802313
24084960,3113789
24084961,1991969
24084962,2616806
24084963,1877694
24084964,2210189
24084965,1857277
24084966,2105362
24084967,1747473
24084968,3240355
24084969,1980914
24084970,2721326
24084971,1891849
24084972,2952803
24084973,1779542
24084974,2288686
24084975,2111899
24084976,2344305
24084977,2635158
24084978,2497562
24084979,2143282
24084980,2319172
24084981,1426624
24084982,3330664
24084983,2332514
24084984,1749424
24084985,1815566
24084986,2504818
24084987,3381116
24084988,2222098
24084989,1902089
24084990,2069903
24084991,2103697
24084992,2370709
24084993,1346142
24084994,3194042
24084995,1975817
24084996,1919344
24084997,2300065
24084998,2610808
24084999,2866897
24085000,834555
24085001,2890479
24085002,1896941
24085003,2080384
24085004,1732124
24085005,2000789
24085006,1961393
24085007,1918909
24085008,2031229
24085009,3364063
24085010,2700267
24085011,2271698
24085012,2698100
24085013,1114445
24085014,3002889
24085015,2121630
24085016,1480214
24085017,1938080
24085018,1160384
24085019,2457606
24085020,3533811
24085021,2840868
24085022,2905935
24085023,2691926
24085024,2032380
24085025,2588752
24085026,1837234
24085027,2899667
24085028,2136387
24085029,2274017
24085030,2610521
24085031,2920691
24085032,2841999
24085033,2772538
24085034,1870797
24085035,2929471
24085036,3320830
24085037,2712600
24085038,2643849
24085039,2471550
24085040,4744804
24085041,3586769
24085042,2672426
24085043,3047643
24085044,3099276
24085045,2915501
24085046,2658248
24085047,3646602
24085048,2126356
24085049,2328999
24085050,2103706
24085051,266593
24085052,3787304
24085053,3213586
24085054,659869
24085055,4015358
24085056,1917966
24085057,3874115
24085058,2623825
24085059,3711191
24085060,2171347
24085061,571586
24085062,4541876
24085063,847229
24085064,3995591
24085065,2514435
24085066,2804823
24085067,2307613
24085068,2054169
24085069,3586345
24085070,2355245
24085071,2886303
24085072,2758444
24085073,417995
24085074,2932242
24085075,866762
24085076,2912590
24085077,4032780
24085078,2692138
24085079,2939095
24085080,2270267
24085081,2254437
24085082,2362127
24085083,3220970
24085084,3528254
24085085,1137637
24085086,4060187
24085087,2200487
24085088,2575181
24085089,2718825
24085090,2794634
24085091,2811520
24085092,1854535
24085093,2091727
24085094,3914507
24085095,2316712
24085096,2315441
24085097,620888
24085098,3087140
24085099,2912275
24085100,2035398
24085101,833769
24085102,3800262
24085103,3606843
24085104,2789881
24085105,2790352
24085106,3146614
24085107,2807025
24085108,2216531
24085109,2323286
24085110,2664473
24085111,3875297
24085112,2331532
24085113,2520709
24085114,1811597
24085115,2553976
24085116,2112656
24085117,2989233
24085118,2528815
24085119,2750213
24085120,2960448
24085121,1909771
24085122,2441655
24085123,1827136
24085124,3339471
24085125,2486665
24085126,1861113
24085127,2517403
24085128,1863198
24085129,1046906
24085130,3224745
24085131,604759
24085132,282454
24085133,978776
24085134,4649410
24085135,1751308
24085136,3609970
24085137,2688467
24085138,1730644
24085139,1714340
24085140,3558223
24085141,1471539
24085142,2157202
24085143,1727740
24085144,2339226
24085145,1721226
24085146,3184330
24085147,2422707
24085148,2978150
24085149,2183007
24085150,2985098
24085151,2193018
24085152,571578
24085153,1263778
24085154,3882073
24085155,3590286
24085156,3238375
24085157,2200513
24085158,818907
24085159,2904125
24085160,1048790
24085161,2325848
24085162,3043174
24085163,4543645
24085164,2856050
24085165,2487763
24085166,2318893
24085167,447884
24085168,3473019
24085169,2222221
24085170,2046330
24085171,2472525
24085172,1925289
24085173,2462339
24085174,2185752
24085175,1388636
24085176,2411239
24085177,2854796
24085178,2291100
24085179,2486061
24085180,2115698
24085181,3822728
24085182,4188561
24085183,1646483
24085184,3225005
24085185,2445238
24085186,2326868
24085187,2146025
24085188,1998794
24085189,3127542
24085190,2440946
24085191,2338247
24085192,2242143
24085193,1696971
24085194,1922115
24085195,2060286
24085196,2580153
24085197,2133610
24085198,633113
24085199,3136193
24085200,2372058
24085201,471259
24085202,2966819
24085203,2843151
24085204,3370885
24085205,1794028
24085206,2291773
24085207,898516
24085208,3719103
24085209,2095739
24085210,3115692
24085211,1513862
24085212,1885947
24085213,2519296
24085214,2351137
24085215,1632892
24085216,1880797
24085217,3036943
24085218,1888509
24085219,1870499
24085220,2978178
24085221,3473509
24085222,4339272
24085223,2040097
24085224,2571281
24085225,2758200
24085226,2388954
24085227,702513
24085228,2994277
24085229,1967587
24085230,4675736
24085231,754738
24085232,3958086
24085233,1176976
24085234,2792364
24085235,2427079
24085236,2871258
24085237,1638341
24085238,3460141
24085239,2194725
24085240,2418428
24085241,2093308
24085242,1472780
24085243,2895785
24085244,820135
24085245,4177555
24085246,3277089
24085247,1872960
24085248,2253750
24085249,2654356
24085250,1295107
24085251,2833826
24085252,2588718
24085253,1745089
24085254,2448613
24085255,1881697
24085256,2304687
24085257,1133835
24085258,3728923
24085259,2767223
24085260,3472266
24085261,2616100
24085262,2299238
24085263,356037
24085264,3325757
24085265,2078996
24085266,163328
24085267,3843944
24085268,2263695
24085269,2159718
24085270,2010936
24085271,728579
24085272,1464884
24085273,2405187
24085274,2389652
24085275,706843
24085276,3351269
24085277,2700965
24085278,2557528
24085279,2731010
24085280,2312910
24085281,3455179
24085282,1797740
24085283,1336621
24085284,2413911
24085285,1995390
24085286,2193833
24085287,2310741
24085288,2070363
24085289,1570190
24085290,2959075
24085291,2351586
24085292,1769235
24085293,468389
24085294,3040836
24085295,2434590
24085296,2115644
24085297,650116
24085298,2137325
24085299,3489350
24085300,1476492
24085301,1852919
24085302,227383
24085303,4148365
24085304,2742614
24085305,2414501
24085306,472375
24085307,2209901
24085308,2685858
24085309,2235871
24085310,2332358
24085311,2020520
24085312,1878712
24085313,1559528
24085314,2446088
24085315,2058411
24085316,676082
24085317,1661270
24085318,1363015
24085319,2708314
24085320,1772711
24085321,2384558
24085322,2475938
24085323,2601859
24085324,1082489
24085325,2318659
24085326,3290677
24085327,2037989
24085328,2307724
24085329,481451
24085330,2915906
24085331,2096184
24085332,2421909
24085333,2679240
24085334,1806765
24085335,3115447
24085336,2230565
24085337,2564375
24085338,3203165
24085339,2325241
24085340,238389
24085341,3098222
24085342,2346265
24085343,2306681
24085344,1710084
24085345,3033505
24085346,1443947
24085347,2887728
24085348,1607737
24085349,1809496
24085350,432746
24085351,2475777
24085352,658513
24085353,3053803
24085354,2167690
24085355,2075708
24085356,1995815
24085357,1656754
24085358,1812783
24085359,400828
24085360,2069855
24085361,2502504
24085362,2019935
24085363,3594329
24085364,2496070
24085365,2159974
24085366,2335023
24085367,2462915
24085368,2713366
24085369,2441569
24085370,3711949
24085371,3125704
24085372,1548954
24085373,5214616
24085374,6250712
24085375,914711
24085376,4813410
24085377,4461190
24085378,3013915
24085379,3857960
24085380,3332896
24085381,2934822
24085382,3342920
24085383,1214286
24085384,2622812
24085385,2072334
24085386,2219246
24085387,2881300
24085388,2410844
24085389,2159434
24085390,2953176
24085391,3403834
24085392,2716779
24085393,2561968
24085394,3024139
24085395,2266210
24085396,2879443
24085397,3292522
24085398,2254066
24085399,280705
24085400,2915652
24085401,3917313
24085402,3124682
24085403,3519988
24085404,399496
24085405,3332715
24085406,2714392
24085407,2446078
24085408,2557045
24085409,2706080
24085410,2006479
24085411,2468875
24085412,2288587
24085413,3643564
24085414,2878495
24085415,1409038
24085416,3964801
24085417,2662316
24085418,2654711
24085419,3293341
24085420,2359752
24085421,2290139
24085422,2980622
24085423,1645054
24085424,1713703
24085425,3041587
24085426,2288380
24085427,2132572
24085428,1801288
24085429,2896414
24085430,2172819
24085431,2387276
24085432,2533454
24085433,3127358
24085434,1743127
24085435,2140825
24085436,1874929
24085437,3784376
24085438,2567684
24085439,2942982
24085440,1041015
24085441,3622937
24085442,2552919
24085443,2725889
24085444,2516550
24085445,2062792
24085446,3313539
24085447,2400412
24085448,2742125
24085449,3674702
24085450,1932007
24085451,567811
24085452,4449987
24085453,2310528
24085454,2217171
24085455,3655254
24085456,1556987
24085457,4050276
24085458,2808337
24085459,2196216
24085460,3532436
24085461,2445205
24085462,883650
24085463,3737419
24085464,2341123
24085465,2359870
24085466,2572344
24085467,2131684
24085468,1886258
24085469,2026489
24085470,2929728
24085471,2446673
24085472,2471534
24085473,2372474
24085474,2431245
24085475,564105
24085476,4106223
24085477,3778968
24085478,2699192
24085479,3061244
24085480,3015007
24085481,2603686
24085482,2968092
24085483,2398459
24085484,2861017
24085485,2909441
24085486,2964650
24085487,2366745
24085488,2609620
24085489,2656378
24085490,2606446
24085491,2427200
24085492,4304463
24085493,3733034
24085494,3956658
24085495,3556684
24085496,3776627
24085497,3262332
24085498,3003979
24085499,1799933
24085500,3495244
24085501,3568935
24085502,3131700
24085503,505759
24085504,3232663
24085505,3599997
24085506,2629076
24085507,1912266
24085508,2889312
24085509,3250173
24085510,2455175
24085511,3670709
24085512,5930014
24085513,2619327
24085514,2192340
24085515,2326559
24085516,4510369
24085517,3826369
24085518,5726384
24085519,4580611
24085520,2416534
24085521,4509498
24085522,2775479
24085523,2422453
24085524,2721668
24085525,3586867
24085526,3205932
24085527,2183076
24085528,3136001
24085529,1887326
24085530,3537218
24085531,2409293
24085532,2400341
24085533,2269740
24085534,2852946
24085535,1388599
24085536,2397768
24085537,2897091
24085538,2592404
24085539,2513504
24085540,2293895
24085541,2141784
24085542,2764331
24085543,2669865
24085544,2828552
24085545,2754637
24085546,2430376
24085547,2903203
24085548,2400315
24085549,3083678
24085550,2317517
24085551,2456286
24085552,4147055
24085553,2914240
24085554,3000186
24085555,2319804
24085556,2046203
24085557,3935142
24085558,968588
24085559,4059943
24085560,2782443
24085561,2200244
24085562,2880379
24085563,2042103
24085564,2353262
24085565,2924256
24085566,2803531
24085567,2806754
24085568,2483592
24085569,2733875
24085570,2508961
24085571,2510873
24085572,2624176
24085573,2819711
24085574,2278175
24085575,3849955
24085576,3023762
24085577,2409596
24085578,1530133
24085579,3161513
24085580,1558101
24085581,2718438
24085582,3008128
24085583,2276020
24085584,1761540
24085585,2663806
24085586,1666040
24085587,2713833
24085588,3090068
24085589,2417338
24085590,2056689
24085591,4255760
24085592,2865935
24085593,3076903
24085594,430452
24085595,3501351
24085596,1547077
24085597,3444146
24085598,2336311
24085599,2665483
24085600,4487153
24085601,2920967
24085602,2281132
24085603,1885336
24085604,2783124
24085605,2976776
24085606,2292098
24085607,2457662
24085608,1963654
24085609,2928266
24085610,2643175
24085611,2890893
24085612,1844398
24085613,2770595
24085614,1748541
24085615,2005259
24085616,2584234
24085617,2571212
24085618,2545754
24085619,97221
24085620,4254517
24085621,2509631
24085622,2691664
24085623,2297903
24085624,1982728
24085625,2530024
24085626,2442537
24085627,3303295
24085628,2385416
24085629,2644289
24085630,2495070
24085631,3416338
24085632,1798096
24085633,2419270
24085634,3291234
24085635,3675107
24085636,2246108
24085637,2554916
24085638,889848
24085639,4289096
24085640,3159322
24085641,2994710
24085642,1879721
24085643,2952363
24085644,894643
24085645,3751556
24085646,3333179
24085647,1766892
24085648,2377045
24085649,2774565
24085650,2079947
24085651,2248910
24085652,1774240
24085653,3178999
24085654,2850436
24085655,1431983
24085656,2692194
24085657,999102
24085658,4039923
24085659,4146532
24085660,2601710
24085661,1729338
24085662,2302049
24085663,2922384
24085664,2207760
24085665,2201136
24085666,3056310
24085667,2440856
24085668,1977983
24085669,2147595
24085670,2080074
24085671,2288468
24085672,1819914
24085673,2034872
24085674,1801532
24085675,2673764
24085676,2409207
24085677,2395696
24085678,2523663
24085679,1946473
24085680,3494390
24085681,2692738
24085682,272800
24085683,2996293
24085684,3052324
24085685,2805681
24085686,2147671
24085687,3195253
24085688,2222902
24085689,2511376
24085690,3290482
24085691,2520595
24085692,1635860
24085693,2193557
24085694,3396553
24085695,2837983
24085696,2275369
24085697,3215905
24085698,2048139
24085699,2475116
24085700,2259196
24085701,1148007
24085702,3679622
24085703,3159812
24085704,2078888
24085705,2759533
24085706,3273838
24085707,380228
24085708,2835596
24085709,3263874
24085710,1977409
24085711,1321584
24085712,2353976
24085713,696692
24085714,3406264
24085715,1098710
24085716,2967490
