block_number,raw_size_bytes,compressed_size_bytes,file_size_bytes
24093549,153053,86991,87019
24093550,90231,42818,42846
24093551,237666,132658,132686
24093552,89333,41246,41274
24093553,167336,69499,69527
24093554,53679,23788,23816
24093555,175109,69403,69431
24093556,159149,71116,71144
24093557,174786,64842,64870
24093558,115159,58991,59019
24093559,103650,51132,51160
24093560,203323,101733,101761
24093561,129204,67492,67520
24093562,88500,44241,44269
24093563,226852,111587,111615
24093564,113805,56976,57004
24093565,105032,50020,50048
24093566,124535,47789,47817
24093567,33671,19940,19968
24093568,108470,49454,49482
24093569,113106,56630,56658
24093570,177608,73183,73211
24093571,22470,12698,12726
24093572,103120,45915,45943
24093573,201004,107822,107850
24093574,91289,45061,45089
24093575,188543,95150,95178
24093576,26265,13340,13368
24093577,267792,119670,119698
24093578,73270,34198,34226
24093579,19371,10102,10130
24093580,279383,129086,129114
24093581,111736,50098,50126
24093582,68003,30094,30122
24093583,69278,34602,34630
24093584,291114,128477,128505
24093585,53375,26182,26210
24093586,87047,37404,37432
24093587,106590,48928,48956
24093588,203730,89312,89340
24093589,133286,65522,65550
24093590,102413,52125,52153
24093591,78550,40220,40248
24093592,174957,94219,94247
24093593,96810,47969,47997
24093594,95453,44477,44505
24093595,209396,97716,97744
24093596,140389,77989,78017
24093597,173902,72005,72033
24093598,230050,105476,105504
24093599,93419,41266,41294
24093600,127180,69632,69660
24093601,19248,9978,10006
24093602,182621,65732,65760
24093603,204616,94838,94866
24093604,119570,59395,59423
24093605,128699,69025,69053
24093606,172980,68061,68089
24093607,16632,7212,7240
24093608,74880,32003,32031
24093609,25891,13857,13885
24093610,166673,77224,77252
24093611,90214,45141,45169
24093612,179271,70661,70689
24093613,84772,40999,41027
24093614,226125,98240,98268
24093615,221669,112515,112543
24093616,175729,94255,94283
24093617,83431,40201,40229
24093618,265877,154587,154615
24093619,91876,43037,43065
24093620,22368,10350,10378
24093621,160493,56325,56353
24093622,262138,143084,143112
24093623,87176,36739,36767
24093624,172838,97933,97961
24093625,106595,47882,47910
24093626,95431,43805,43833
24093627,205496,110733,110761
24093628,122062,43827,43855
24093629,184339,97439,97467
24093630,47301,26163,26191
24093631,257267,120136,120164
24093632,225002,123449,123477
24093633,153291,55548,55576
24093634,224594,124972,125000
24093635,175082,101754,101782
24093636,153012,57560,57588
24093637,169757,86617,86645
24093638,74145,34951,34979
24093639,206455,113614,113642
24093640,9720,4668,4696
24093641,115933,69465,69493
24093642,258278,126929,126957
24093643,164678,94780,94808
24093644,102917,49183,49211
24093645,262208,132514,132542
24093646,96539,45379,45407
24093647,189892,106310,106338
24093648,175928,102515,102543
24093649,62527,34546,34574
24093650,63641,32864,32892
24093651,113444,48951,48979
24093652,127287,68842,68870
24093653,166991,98530,98558
24093654,186123,106088,106116
24093655,86375,40501,40529
24093656,171142,97121,97149
24093657,254652,121258,121286
24093658,128053,49391,49419
24093659,64283,31696,31724
24093660,227295,126280,126308
24093661,78179,37227,37255
24093662,109213,56571,56599
24093663,254419,147399,147427
24093664,174310,101768,101796
24093665,129151,47982,48010
24093666,209358,123194,123222
24093667,56234,27559,27587
24093668,89107,36028,36056
24093669,270451,162361,162389
24093670,97943,50161,50189
24093671,87401,42841,42869
24093672,195566,109494,109522
24093673,109095,55595,55623
24093674,194847,107269,107297
24093675,116591,60880,60908
24093676,140548,81722,81750
24093677,151702,87698,87726
24093678,154727,91343,91371
24093679,115150,51855,51883
24093680,135153,47625,47653
24093681,183366,100702,100730
24093682,294754,147813,147841
24093683,103669,55407,55435
24093684,278132,166865,166893
24093685,80465,38251,38279
24093686,53222,26131,26159
24093687,246774,125721,125749
24093688,201247,94169,94197
24093689,310221,186608,186636
24093690,185480,95779,95807
24093691,356149,222252,222280
24093692,45588,19493,19521
24093693,223075,118971,118999
24093694,67078,33202,33230
24093695,91647,43777,43805
24093696,158926,90324,90352
24093697,146898,82483,82511
24093698,277398,153717,153745
24093699,399092,240051,240079
24093700,55281,24121,24149
24093701,290200,168816,168844
24093702,255380,142032,142060
24093703,74810,32884,32912
24093704,56080,25457,25485
24093705,172462,92772,92800
24093706,91223,39978,40006
24093707,81906,42492,42520
24093708,148560,85402,85430
24093709,177168,102040,102068
24093710,183528,104582,104610
24093711,55219,32388,32416
24093712,101857,48077,48105
24093713,71963,33954,33982
24093714,85423,36351,36379
24093715,53677,30843,30871
24093716,158369,73462,73490
24093717,179113,89717,89745
24093718,108002,53056,53084
24093719,98794,45534,45562
24093720,244343,131476,131504
24093721,167158,89559,89587
24093722,63970,32676,32704
24093723,167660,95552,95580
24093724,79403,36315,36343
24093725,188770,94256,94284
24093726,147105,71736,71764
24093727,98254,41226,41254
24093728,145764,60647,60675
24093729,110647,47933,47961
24093730,289429,139990,140018
24093731,149473,70592,70620
24093732,272073,152095,152123
24093733,66551,28068,28096
24093734,91471,40851,40879
24093735,99315,45541,45569
24093736,152672,66242,66270
24093737,74041,32468,32496
24093738,146347,63649,63677
24093739,46637,21409,21437
24093740,104736,45872,45900
24093741,85799,34116,34144
24093742,81607,35699,35727
24093743,292748,176835,176863
24093744,178337,83437,83465
24093745,140682,54446,54474
24093746,43187,18556,18584
24093747,204660,76459,76487
24093748,132583,54123,54151
24093749,99830,38695,38723
24093750,45398,18169,18197
24093751,50320,21085,21113
24093752,215310,80327,80355
24093753,191402,66398,66426
24093754,214882,76348,76376
24093755,119498,41157,41185
24093756,240395,94185,94213
24093757,96291,41187,41215
24093758,148105,55568,55596
24093759,96760,38062,38090
24093760,183048,73735,73763
24093761,129389,50994,51022
24093762,256727,97854,97882
24093763,274622,101428,101456
24093764,248696,96508,96536
24093765,42809,18083,18111
24093766,89250,35216,35244
24093767,25074,8999,9027
24093768,145554,76301,76329
24093769,146086,59590,59618
24093770,267342,117798,117826
24093771,149913,71818,71846
24093772,186215,81357,81385
24093773,90438,40608,40636
24093774,331118,196602,196630
24093775,27618,10956,10984
24093776,269404,161070,161098
24093777,108882,45442,45470
24093778,153008,65259,65287
24093779,49871,20493,20521
24093780,89783,43542,43570
24093781,105421,38515,38543
24093782,112665,47504,47532
24093783,182673,68937,68965
24093784,269505,103239,103267
24093785,116753,44937,44965
24093786,114091,43288,43316
24093787,131909,56067,56095
24093788,122799,64418,64446
24093789,61511,27408,27436
24093790,274375,115884,115912
24093791,205559,84386,84414
24093792,103617,45288,45316
24093793,161129,64647,64675
24093794,28969,13391,13419
24093795,247182,95467,95495
24093796,127679,55425,55453
24093797,34366,12518,12546
24093798,138118,59460,59488
24093799,73924,27358,27386
24093800,93901,38429,38457
24093801,243544,101701,101729
24093802,59458,21978,22006
24093803,238102,91407,91435
24093804,128112,47069,47097
24093805,89795,32574,32602
24093806,220475,85110,85138
24093807,203490,86743,86771
24093808,102436,43392,43420
24093809,84453,34736,34764
24093810,58968,25332,25360
24093811,244689,106411,106439
24093812,121729,49967,49995
24093813,95337,42169,42197
24093814,123902,55160,55188
24093815,106732,44501,44529
24093816,99194,44248,44276
24093817,87752,37905,37933
24093818,135160,63328,63356
24093819,163753,86003,86031
24093820,106775,44543,44571
24093821,204913,101485,101513
24093822,107801,52987,53015
24093823,99735,41878,41906
24093824,140916,55420,55448
24093825,267118,140103,140131
24093826,102580,46821,46849
24093827,161397,87040,87068
24093828,73827,26465,26493
24093829,267686,136273,136301
24093830,110949,44309,44337
24093831,228942,118201,118229
24093832,90870,46373,46401
24093833,148149,68733,68761
24093834,111436,53292,53320
24093835,258777,141165,141193
24093836,31934,16805,16833
24093837,188692,78584,78612
24093838,110653,44124,44152
24093839,85590,37371,37399
24093840,141508,61866,61894
24093841,58962,25283,25311
24093842,257958,112507,112535
24093843,120738,58141,58169
24093844,43867,18892,18920
24093845,63566,31275,31303
24093846,181697,77942,77970
24093847,167935,87964,87992
24093848,201829,105894,105922
24093849,73566,33502,33530
24093850,33535,14182,14210
24093851,68305,27832,27860
24093852,65077,25926,25954
24093853,44661,19789,19817
24093854,241990,113904,113932
24093855,169520,82464,82492
24093856,74303,33594,33622
24093857,131201,67064,67092
24093858,143013,62938,62966
24093859,86262,41791,41819
24093860,162986,69998,70026
24093861,50885,23003,23031
24093862,81318,36832,36860
24093863,99065,43003,43031
24093864,211317,104575,104603
24093865,98053,45841,45869
24093866,74864,36539,36567
24093867,112798,52719,52747
24093868,70148,33074,33102
24093869,43907,19387,19415
24093870,348303,162609,162637
24093871,134468,73236,73264
24093872,126832,51478,51506
24093873,308892,169538,169566
24093874,90499,34128,34156
24093875,179966,78363,78391
24093876,238907,127143,127171
24093877,212006,115060,115088
24093878,78697,36451,36479
24093879,145514,81629,81657
24093880,31678,17449,17477
24093881,202909,103566,103594
24093882,8491,4457,4485
24093883,257329,130088,130116
24093884,201512,109508,109536
24093885,85604,41096,41124
24093886,18308,10604,10632
24093887,112601,50519,50547
24093888,130967,61930,61958
24093889,147498,82598,82626
24093890,18014,9679,9707
24093891,254576,140541,140569
24093892,24415,12306,12334
24093893,236988,124387,124415
24093894,126964,62045,62073
24093895,128958,74976,75004
24093896,163393,89095,89123
24093897,72991,33025,33053
24093898,182092,93020,93048
24093899,80292,39059,39087
24093900,243933,117043,117071
24093901,183380,100861,100889
24093902,77995,36434,36462
24093903,146912,66454,66482
24093904,75891,34752,34780
24093905,27831,14639,14667
24093906,92046,39076,39104
24093907,212742,95739,95767
24093908,172953,92989,93017
24093909,112819,57750,57778
24093910,154572,79638,79666
24093911,181505,98585,98613
24093912,136168,67313,67341
24093913,144466,76599,76627
24093914,218778,125092,125120
24093915,132893,74676,74704
24093916,61140,29980,30008
24093917,128057,61366,61394
24093918,99929,50821,50849
24093919,101553,47392,47420
24093920,74009,29351,29379
24093921,219504,102102,102130
24093922,172014,69474,69502
24093923,110101,49341,49369
24093924,109602,49251,49279
24093925,183718,95803,95831
24093926,57298,26358,26386
24093927,89543,37854,37882
24093928,256647,127374,127402
24093929,70389,34361,34389
24093930,41860,20126,20154
24093931,209433,113825,113853
24093932,40153,18499,18527
24093933,272826,136695,136723
24093934,87804,39494,39522
24093935,212900,115082,115110
24093936,78279,35554,35582
24093937,142289,79060,79088
24093938,70758,32701,32729
24093939,180436,95953,95981
24093940,196158,105511,105539
24093941,79984,36690,36718
24093942,205049,103541,103569
24093943,135029,76367,76395
24093944,111053,50531,50559
24093945,156112,80322,80350
24093946,201441,88966,88994
24093947,70340,33838,33866
24093948,163402,85054,85082
24093949,145863,75801,75829
24093950,32155,17265,17293
24093951,158761,55083,55111
24093952,82725,36836,36864
24093953,135447,57263,57291
24093954,170915,70233,70261
24093955,98279,39647,39675
24093956,120336,50497,50525
24093957,164390,67373,67401
24093958,149549,80726,80754
24093959,69218,29896,29924
24093960,32763,17664,17692
24093961,276126,124594,124622
24093962,82890,40380,40408
24093963,104333,48674,48702
24093964,151942,51020,51048
24093965,43526,19499,19527
24093966,230893,108693,108721
24093967,222142,99879,99907
24093968,160938,92378,92406
24093969,52663,23146,23174
24093970,93314,46024,46052
24093971,231945,110374,110402
24093972,162207,90652,90680
24093973,69242,33296,33324
24093974,150530,79807,79835
24093975,94094,41835,41863
24093976,197414,90405,90433
24093977,138067,56564,56592
24093978,100104,42357,42385
24093979,282089,142056,142084
24093980,143540,58531,58559
24093981,89590,38167,38195
24093982,101040,42732,42760
24093983,183873,92111,92139
24093984,163780,55018,55046
24093985,163497,90451,90479
24093986,70825,29479,29507
24093987,106915,48296,48324
24093988,106351,48261,48289
24093989,233636,126776,126804
24093990,71726,32332,32360
24093991,86953,44219,44247
24093992,89677,43548,43576
24093993,269458,130305,130333
24093994,79119,35184,35212
24093995,253322,144084,144112
24093996,164637,84067,84095
24093997,91664,39218,39246
24093998,158785,84919,84947
24093999,143788,77318,77346
24094000,81997,37544,37572
24094001,221278,105473,105501
24094002,58755,25502,25530
24094003,13094,6436,6464
24094004,32744,15803,15831
24094005,224487,95107,95135
24094006,153039,83050,83078
24094007,159374,98146,98174
24094008,276136,136149,136177
24094009,129686,61220,61248
24094010,62501,28465,28493
24094011,169301,85911,85939
24094012,53362,24043,24071
24094013,102541,43811,43839
24094014,89242,38157,38185
24094015,72366,32789,32817
24094016,217237,78868,78896
24094017,84913,36248,36276
24094018,227507,119670,119698
24094019,50905,20331,20359
24094020,222659,116131,116159
24094021,77872,39847,39875
24094022,102372,48087,48115
24094023,182272,90264,90292
24094024,6230,2685,2713
24094025,160170,56037,56065
24094026,187606,80824,80852
24094027,94927,40543,40571
24094028,163592,86768,86796
24094029,297495,171140,171168
24094030,126486,69974,70002
24094031,170514,83580,83608
24094032,96183,43864,43892
24094033,143926,79529,79557
24094034,6886,3936,3964
